User Input,keep_faq_for_test,Correct FAQ,Actual FAQ returned (Top result),Correct FAQ in top 3,Associated URL
can i move to voxi,Y,I want to find help or information about VOXI,,,https://support.vodafone.co.uk/Pay-as-you-go-Pay-as-you-go-Plus/Pay-as-you-go/Understanding-Pay-as-you-go-/1479618492/I-want-to-find-help-or-information-about-VOXI.htm
I need help with my voxi plan,Y,I want to find help or information about VOXI,,,https://support.vodafone.co.uk/Pay-as-you-go-Pay-as-you-go-Plus/Pay-as-you-go/Understanding-Pay-as-you-go-/1479618492/I-want-to-find-help-or-information-about-VOXI.htm
How do i contact voxi,Y,I want to find help or information about VOXI,,,https://support.vodafone.co.uk/Pay-as-you-go-Pay-as-you-go-Plus/Pay-as-you-go/Understanding-Pay-as-you-go-/1479618492/I-want-to-find-help-or-information-about-VOXI.htm
I need information about voxi options,Y,I want to find help or information about VOXI,,,https://support.vodafone.co.uk/Pay-as-you-go-Pay-as-you-go-Plus/Pay-as-you-go/Understanding-Pay-as-you-go-/1479618492/I-want-to-find-help-or-information-about-VOXI.htm
Can you tell me more about voxi,Y,I want to find help or information about VOXI,,,https://support.vodafone.co.uk/Pay-as-you-go-Pay-as-you-go-Plus/Pay-as-you-go/Understanding-Pay-as-you-go-/1479618492/I-want-to-find-help-or-information-about-VOXI.htm
Show me voxi options,Y,I want to find help or information about VOXI,,,https://support.vodafone.co.uk/Pay-as-you-go-Pay-as-you-go-Plus/Pay-as-you-go/Understanding-Pay-as-you-go-/1479618492/I-want-to-find-help-or-information-about-VOXI.htm
Can I get voxi information,Y,I want to find help or information about VOXI,,,https://support.vodafone.co.uk/Pay-as-you-go-Pay-as-you-go-Plus/Pay-as-you-go/Understanding-Pay-as-you-go-/1479618492/I-want-to-find-help-or-information-about-VOXI.htm
I want to get information about voxi,Y,I want to find help or information about VOXI,,,https://support.vodafone.co.uk/Pay-as-you-go-Pay-as-you-go-Plus/Pay-as-you-go/Understanding-Pay-as-you-go-/1479618492/I-want-to-find-help-or-information-about-VOXI.htm
I was hoping to get some help with my voxi plan,Y,I want to find help or information about VOXI,,,https://support.vodafone.co.uk/Pay-as-you-go-Pay-as-you-go-Plus/Pay-as-you-go/Understanding-Pay-as-you-go-/1479618492/I-want-to-find-help-or-information-about-VOXI.htm
Tell me about what voxi is ,Y,I want to find help or information about VOXI,,,https://support.vodafone.co.uk/Pay-as-you-go-Pay-as-you-go-Plus/Pay-as-you-go/Understanding-Pay-as-you-go-/1479618492/I-want-to-find-help-or-information-about-VOXI.htm
What do the lights on my router mean,Y,What do the lights mean on my router?,,,https://support.vodafone.co.uk/Broadband/Set-up-getting-started-Home-Broadband-/1643213892/What-do-the-lights-mean-on-my-router.htm
Lights are flashing on my router but I don't know what they mean,Y,What do the lights mean on my router?,,,https://support.vodafone.co.uk/Broadband/Set-up-getting-started-Home-Broadband-/1643213892/What-do-the-lights-mean-on-my-router.htm
What do all the lights mean on my router,Y,What do the lights mean on my router?,,,https://support.vodafone.co.uk/Broadband/Set-up-getting-started-Home-Broadband-/1643213892/What-do-the-lights-mean-on-my-router.htm
Can you tell me what the different lights mean on my router,Y,What do the lights mean on my router?,,,https://support.vodafone.co.uk/Broadband/Set-up-getting-started-Home-Broadband-/1643213892/What-do-the-lights-mean-on-my-router.htm
What do all the different lights on my router mean,Y,What do the lights mean on my router?,,,https://support.vodafone.co.uk/Broadband/Set-up-getting-started-Home-Broadband-/1643213892/What-do-the-lights-mean-on-my-router.htm
Do you have anything to explain what all the lights on the router mean,Y,What do the lights mean on my router?,,,https://support.vodafone.co.uk/Broadband/Set-up-getting-started-Home-Broadband-/1643213892/What-do-the-lights-mean-on-my-router.htm
Explain what all the router lights mean,Y,What do the lights mean on my router?,,,https://support.vodafone.co.uk/Broadband/Set-up-getting-started-Home-Broadband-/1643213892/What-do-the-lights-mean-on-my-router.htm
I don't understand what all the lights on my router mean,Y,What do the lights mean on my router?,,,https://support.vodafone.co.uk/Broadband/Set-up-getting-started-Home-Broadband-/1643213892/What-do-the-lights-mean-on-my-router.htm
Can you help with what issue the flashing light on my router means,Y,What do the lights mean on my router?,,,https://support.vodafone.co.uk/Broadband/Set-up-getting-started-Home-Broadband-/1643213892/What-do-the-lights-mean-on-my-router.htm
"My router is flashing red, what does it mean",Y,What do the lights mean on my router?,,,https://support.vodafone.co.uk/Broadband/Set-up-getting-started-Home-Broadband-/1643213892/What-do-the-lights-mean-on-my-router.htm
"My router is flashing blue, what does this mean",Y,What do the lights mean on my router?,,,https://support.vodafone.co.uk/Broadband/Set-up-getting-started-Home-Broadband-/1643213892/What-do-the-lights-mean-on-my-router.htm
"if my router is flashing, how do I know what the lights mean",Y,What do the lights mean on my router?,,,https://support.vodafone.co.uk/Broadband/Set-up-getting-started-Home-Broadband-/1643213892/What-do-the-lights-mean-on-my-router.htm
I'm getting flashing lights on the router but not sure what they mean,Y,What do the lights mean on my router?,,,https://support.vodafone.co.uk/Broadband/Set-up-getting-started-Home-Broadband-/1643213892/What-do-the-lights-mean-on-my-router.htm
,N,Why is my broadband being upgraded to full fibre? ,,,
How do i request proof of purchase,Y,How do I get proof of purchase?,,,https://support.vodafone.co.uk/Joining-leaving/Order-delivery/1464028632/How-do-I-get-proof-of-purchase.htm
How do I get a proof of purchase,Y,How do I get proof of purchase?,,,https://support.vodafone.co.uk/Joining-leaving/Order-delivery/1464028632/How-do-I-get-proof-of-purchase.htm
Need proof of purchase to claim a gift how do I get it ,Y,How do I get proof of purchase?,,,https://support.vodafone.co.uk/Joining-leaving/Order-delivery/1464028632/How-do-I-get-proof-of-purchase.htm
can you help me get a proof of purchase please,Y,How do I get proof of purchase?,,,https://support.vodafone.co.uk/Joining-leaving/Order-delivery/1464028632/How-do-I-get-proof-of-purchase.htm
I�m looking to have proof of purchase emailed to me ,Y,How do I get proof of purchase?,,,https://support.vodafone.co.uk/Joining-leaving/Order-delivery/1464028632/How-do-I-get-proof-of-purchase.htm
i need a proof of purchase of my device,Y,How do I get proof of purchase?,,,https://support.vodafone.co.uk/Joining-leaving/Order-delivery/1464028632/How-do-I-get-proof-of-purchase.htm
i need a proof of purchase receipt email,Y,How do I get proof of purchase?,,,https://support.vodafone.co.uk/Joining-leaving/Order-delivery/1464028632/How-do-I-get-proof-of-purchase.htm
I need a proof of purchase how do i get that,Y,How do I get proof of purchase?,,,https://support.vodafone.co.uk/Joining-leaving/Order-delivery/1464028632/How-do-I-get-proof-of-purchase.htm
How can i locate my proof of purchase,Y,How do I get proof of purchase?,,,https://support.vodafone.co.uk/Joining-leaving/Order-delivery/1464028632/How-do-I-get-proof-of-purchase.htm
i need proof of purchase for my recent order,Y,How do I get proof of purchase?,,,https://support.vodafone.co.uk/Joining-leaving/Order-delivery/1464028632/How-do-I-get-proof-of-purchase.htm
"can i get the proof of purchase, for my new phone",Y,How do I get proof of purchase?,,,https://support.vodafone.co.uk/Joining-leaving/Order-delivery/1464028632/How-do-I-get-proof-of-purchase.htm
I need copy of the proof of purchase for my device,Y,How do I get proof of purchase?,,,https://support.vodafone.co.uk/Joining-leaving/Order-delivery/1464028632/How-do-I-get-proof-of-purchase.htm
I need proof of purchase with details of phone for insurance,Y,How do I get proof of purchase?,,,https://support.vodafone.co.uk/Joining-leaving/Order-delivery/1464028632/How-do-I-get-proof-of-purchase.htm
I need someone to check my account so i can have a proof of purchase,Y,How do I get proof of purchase?,,,https://support.vodafone.co.uk/Joining-leaving/Order-delivery/1464028632/How-do-I-get-proof-of-purchase.htm
"	i need the proof of purchase certificate",Y,How do I get proof of purchase?,,,https://support.vodafone.co.uk/Joining-leaving/Order-delivery/1464028632/How-do-I-get-proof-of-purchase.htm
,N,Why has my Pay as you go credit run out?,,,
Why am I seeing the wrong number when using iMessage or FaceTime?,Y,Why am I seeing the wrong number when using iMessage or FaceTime?,,,https://support.vodafone.co.uk/Phones-devices/Calling-messaging/1464038822/Why-am-I-seeing-the-wrong-number-when-using-iMessage-or-FaceTime.htm
Why am I seeing the wrong number when using iMessage ,Y,Why am I seeing the wrong number when using iMessage or FaceTime?,,,https://support.vodafone.co.uk/Phones-devices/Calling-messaging/1464038822/Why-am-I-seeing-the-wrong-number-when-using-iMessage-or-FaceTime.htm
Why am I seeing the wrong number when using Facetime,Y,Why am I seeing the wrong number when using iMessage or FaceTime?,,,https://support.vodafone.co.uk/Phones-devices/Calling-messaging/1464038822/Why-am-I-seeing-the-wrong-number-when-using-iMessage-or-FaceTime.htm
When I call someone on facetime the wrong number shows up,Y,Why am I seeing the wrong number when using iMessage or FaceTime?,,,https://support.vodafone.co.uk/Phones-devices/Calling-messaging/1464038822/Why-am-I-seeing-the-wrong-number-when-using-iMessage-or-FaceTime.htm
when I sent an imessage it comes from the wrong number,Y,Why am I seeing the wrong number when using iMessage or FaceTime?,,,https://support.vodafone.co.uk/Phones-devices/Calling-messaging/1464038822/Why-am-I-seeing-the-wrong-number-when-using-iMessage-or-FaceTime.htm
The wrong number shows up when I use facetime,Y,Why am I seeing the wrong number when using iMessage or FaceTime?,,,https://support.vodafone.co.uk/Phones-devices/Calling-messaging/1464038822/Why-am-I-seeing-the-wrong-number-when-using-iMessage-or-FaceTime.htm
The wrong number is showing up when I use imessage,Y,Why am I seeing the wrong number when using iMessage or FaceTime?,,,https://support.vodafone.co.uk/Phones-devices/Calling-messaging/1464038822/Why-am-I-seeing-the-wrong-number-when-using-iMessage-or-FaceTime.htm
Can you check why the wrong number shows up when i use imessage or facetime,Y,Why am I seeing the wrong number when using iMessage or FaceTime?,,,https://support.vodafone.co.uk/Phones-devices/Calling-messaging/1464038822/Why-am-I-seeing-the-wrong-number-when-using-iMessage-or-FaceTime.htm
Something is wrong i'm seeing a different number when using facetime ,Y,Why am I seeing the wrong number when using iMessage or FaceTime?,,,https://support.vodafone.co.uk/Phones-devices/Calling-messaging/1464038822/Why-am-I-seeing-the-wrong-number-when-using-iMessage-or-FaceTime.htm
When I send a message on imessage it's going through from a different number,Y,Why am I seeing the wrong number when using iMessage or FaceTime?,,,https://support.vodafone.co.uk/Phones-devices/Calling-messaging/1464038822/Why-am-I-seeing-the-wrong-number-when-using-iMessage-or-FaceTime.htm
I called my friend on facetime and it came up on her phone with the wrong number,Y,Why am I seeing the wrong number when using iMessage or FaceTime?,,,https://support.vodafone.co.uk/Phones-devices/Calling-messaging/1464038822/Why-am-I-seeing-the-wrong-number-when-using-iMessage-or-FaceTime.htm
It's not the right number showing when i'm using facetime,Y,Why am I seeing the wrong number when using iMessage or FaceTime?,,,https://support.vodafone.co.uk/Phones-devices/Calling-messaging/1464038822/Why-am-I-seeing-the-wrong-number-when-using-iMessage-or-FaceTime.htm
Not showing the right number when sending imessages,Y,Why am I seeing the wrong number when using iMessage or FaceTime?,,,https://support.vodafone.co.uk/Phones-devices/Calling-messaging/1464038822/Why-am-I-seeing-the-wrong-number-when-using-iMessage-or-FaceTime.htm
,N,What size SIM card do I need? ,,,
,N,What are VeryMe Rewards and how do they work?,,,
,N,Who can share their plan across devices?,,,
,N,What is Vodafone Sure Signal?,,,
,N,How does the Home Broadband price freeze work?,,,
,N,What is Superfast Extra?,,,
,N,Where are the guides and FAQs for my phone?,,,
,N,What should I do if I have broadband problems? ,,,
,N,How can I check my network coverage and status?,,,
What's the difference between internet sync speed and download speed?,Y,What's the difference between internet sync speed and download speed?,,,https://support.vodafone.co.uk/Broadband/Speed-connection-issues/1733851192/What-s-the-difference-between-internet-sync-speed-and-download-speed.htm
I don't understand the difference between internet sync speed and download speed,Y,What's the difference between internet sync speed and download speed?,,,https://support.vodafone.co.uk/Broadband/Speed-connection-issues/1733851192/What-s-the-difference-between-internet-sync-speed-and-download-speed.htm
Can you please explain the difference between internet sync speed and download speed,Y,What's the difference between internet sync speed and download speed?,,,https://support.vodafone.co.uk/Broadband/Speed-connection-issues/1733851192/What-s-the-difference-between-internet-sync-speed-and-download-speed.htm
I don't really get what the difference is between sync and download speed,Y,What's the difference between internet sync speed and download speed?,,,https://support.vodafone.co.uk/Broadband/Speed-connection-issues/1733851192/What-s-the-difference-between-internet-sync-speed-and-download-speed.htm
Is there much difference between sync and download speed,Y,What's the difference between internet sync speed and download speed?,,,https://support.vodafone.co.uk/Broadband/Speed-connection-issues/1733851192/What-s-the-difference-between-internet-sync-speed-and-download-speed.htm
Explain the difference between sync speed and DL speed,Y,What's the difference between internet sync speed and download speed?,,,https://support.vodafone.co.uk/Broadband/Speed-connection-issues/1733851192/What-s-the-difference-between-internet-sync-speed-and-download-speed.htm
Do you think there's a big difference between sync and download speed,Y,What's the difference between internet sync speed and download speed?,,,https://support.vodafone.co.uk/Broadband/Speed-connection-issues/1733851192/What-s-the-difference-between-internet-sync-speed-and-download-speed.htm
I'm confused what the difference is between sync speed and download speed,Y,What's the difference between internet sync speed and download speed?,,,https://support.vodafone.co.uk/Broadband/Speed-connection-issues/1733851192/What-s-the-difference-between-internet-sync-speed-and-download-speed.htm
Just trying to work out what the difference is between sync and download speeds,Y,What's the difference between internet sync speed and download speed?,,,https://support.vodafone.co.uk/Broadband/Speed-connection-issues/1733851192/What-s-the-difference-between-internet-sync-speed-and-download-speed.htm
Can you check what the difference is between the sync speed and download speed,Y,What's the difference between internet sync speed and download speed?,,,https://support.vodafone.co.uk/Broadband/Speed-connection-issues/1733851192/What-s-the-difference-between-internet-sync-speed-and-download-speed.htm
Are sync speed and download speed the same thing?,Y,What's the difference between internet sync speed and download speed?,,,https://support.vodafone.co.uk/Broadband/Speed-connection-issues/1733851192/What-s-the-difference-between-internet-sync-speed-and-download-speed.htm
Sync speed and download speed are teo different things right?,Y,What's the difference between internet sync speed and download speed?,,,https://support.vodafone.co.uk/Broadband/Speed-connection-issues/1733851192/What-s-the-difference-between-internet-sync-speed-and-download-speed.htm
Could someone tell me if the broadband sync and download speed are the same thing?,Y,What's the difference between internet sync speed and download speed?,,,https://support.vodafone.co.uk/Broadband/Speed-connection-issues/1733851192/What-s-the-difference-between-internet-sync-speed-and-download-speed.htm
Can you explain 4G voice calling,Y,What is 4G Calling (VoLTE)? ,,,https://support.vodafone.co.uk/Phones-devices/Calling-messaging/1708245032/What-is-4G-Calling-VoLTE.htm
4G Calling information,Y,What is 4G Calling (VoLTE)? ,,,https://support.vodafone.co.uk/Phones-devices/Calling-messaging/1708245032/What-is-4G-Calling-VoLTE.htm
Could you clarify what 4G calling means,Y,What is 4G Calling (VoLTE)? ,,,https://support.vodafone.co.uk/Phones-devices/Calling-messaging/1708245032/What-is-4G-Calling-VoLTE.htm
I'm not quite clear on 4G voice calls,Y,What is 4G Calling (VoLTE)? ,,,https://support.vodafone.co.uk/Phones-devices/Calling-messaging/1708245032/What-is-4G-Calling-VoLTE.htm
How does 4G calling work exactly,Y,What is 4G Calling (VoLTE)? ,,,https://support.vodafone.co.uk/Phones-devices/Calling-messaging/1708245032/What-is-4G-Calling-VoLTE.htm
What does 4G calling mean,Y,What is 4G Calling (VoLTE)? ,,,https://support.vodafone.co.uk/Phones-devices/Calling-messaging/1708245032/What-is-4G-Calling-VoLTE.htm
Could you shed some light on 4G calling for me,Y,What is 4G Calling (VoLTE)? ,,,https://support.vodafone.co.uk/Phones-devices/Calling-messaging/1708245032/What-is-4G-Calling-VoLTE.htm
What exctally is 4G Calling,Y,What is 4G Calling (VoLTE)? ,,,https://support.vodafone.co.uk/Phones-devices/Calling-messaging/1708245032/What-is-4G-Calling-VoLTE.htm
Can you explain what 4G calling is,Y,What is 4G Calling (VoLTE)? ,,,https://support.vodafone.co.uk/Phones-devices/Calling-messaging/1708245032/What-is-4G-Calling-VoLTE.htm
What's 4G calling mean,Y,What is 4G Calling (VoLTE)? ,,,https://support.vodafone.co.uk/Phones-devices/Calling-messaging/1708245032/What-is-4G-Calling-VoLTE.htm
Can you walk me through 4G calling,Y,What is 4G Calling (VoLTE)? ,,,https://support.vodafone.co.uk/Phones-devices/Calling-messaging/1708245032/What-is-4G-Calling-VoLTE.htm
"I'm a bit confused about 4G voice calls, can you help me understand",Y,What is 4G Calling (VoLTE)? ,,,https://support.vodafone.co.uk/Phones-devices/Calling-messaging/1708245032/What-is-4G-Calling-VoLTE.htm
What is 4G calling,Y,What is 4G Calling (VoLTE)? ,,,https://support.vodafone.co.uk/Phones-devices/Calling-messaging/1708245032/What-is-4G-Calling-VoLTE.htm
,N,How do I get a Network Unlock Code (NUC)?,,,
,N,What happens if I don�t use my PAC or STAC code?,,,
,N,How do I change or renew my Big Value Bundle? ,,,
,N,I need help with my Vodafone Smart Tech. Where can I find support? ,,,
,N,I want to find out about Vodafone IOU,,,
what is included with vodafone international,Y,Where can I call with Vodafone International?,,,https://support.vodafone.co.uk/Phones-devices/Calling-messaging/1464047502/Where-can-I-call-with-Vodafone-International.htm
which countries i can call with vodafone international,Y,Where can I call with Vodafone International?,,,https://support.vodafone.co.uk/Phones-devices/Calling-messaging/1464047502/Where-can-I-call-with-Vodafone-International.htm
Can I call India with Vodafone international,Y,Where can I call with Vodafone International?,,,https://support.vodafone.co.uk/Phones-devices/Calling-messaging/1464047502/Where-can-I-call-with-Vodafone-International.htm
what is vodafone international,Y,Where can I call with Vodafone International?,,,https://support.vodafone.co.uk/Phones-devices/Calling-messaging/1464047502/Where-can-I-call-with-Vodafone-International.htm
list of countries for vodafone international ,Y,Where can I call with Vodafone International?,,,https://support.vodafone.co.uk/Phones-devices/Calling-messaging/1464047502/Where-can-I-call-with-Vodafone-International.htm
can i use my vodafone international allowance to call europe,Y,Where can I call with Vodafone International?,,,https://support.vodafone.co.uk/Phones-devices/Calling-messaging/1464047502/Where-can-I-call-with-Vodafone-International.htm
"i got vodafone international on my plan, what does it offer",Y,Where can I call with Vodafone International?,,,https://support.vodafone.co.uk/Phones-devices/Calling-messaging/1464047502/Where-can-I-call-with-Vodafone-International.htm
What does vodafone international cover,Y,Where can I call with Vodafone International?,,,https://support.vodafone.co.uk/Phones-devices/Calling-messaging/1464047502/Where-can-I-call-with-Vodafone-International.htm
which countries are covered under vodafone international,Y,Where can I call with Vodafone International?,,,https://support.vodafone.co.uk/Phones-devices/Calling-messaging/1464047502/Where-can-I-call-with-Vodafone-International.htm
can i call anywhere with vodafone international,Y,Where can I call with Vodafone International?,,,https://support.vodafone.co.uk/Phones-devices/Calling-messaging/1464047502/Where-can-I-call-with-Vodafone-International.htm
where can i call using the vodafone international package,Y,Where can I call with Vodafone International?,,,https://support.vodafone.co.uk/Phones-devices/Calling-messaging/1464047502/Where-can-I-call-with-Vodafone-International.htm
what is the use of vodafone international ,Y,Where can I call with Vodafone International?,,,https://support.vodafone.co.uk/Phones-devices/Calling-messaging/1464047502/Where-can-I-call-with-Vodafone-International.htm
is there much difference between 4g and 5g,Y,What's the difference between 4G and 5G?,,,https://support.vodafone.co.uk/Phones-devices/5G/1464009922/What-s-the-difference-between-4G-and-5G.htm
are 4g and 5g much different,Y,What's the difference between 4G and 5G?,,,https://support.vodafone.co.uk/Phones-devices/5G/1464009922/What-s-the-difference-between-4G-and-5G.htm
Does 5g speed differ ,Y,What's the difference between 4G and 5G?,,,https://support.vodafone.co.uk/Phones-devices/5G/1464009922/What-s-the-difference-between-4G-and-5G.htm
is 4g same speed as 5G,Y,What's the difference between 4G and 5G?,,,https://support.vodafone.co.uk/Phones-devices/5G/1464009922/What-s-the-difference-between-4G-and-5G.htm
4G and 5G speeds,Y,What's the difference between 4G and 5G?,,,https://support.vodafone.co.uk/Phones-devices/5G/1464009922/What-s-the-difference-between-4G-and-5G.htm
Could you tell me the difference between 4G and 5G speeds,Y,What's the difference between 4G and 5G?,,,https://support.vodafone.co.uk/Phones-devices/5G/1464009922/What-s-the-difference-between-4G-and-5G.htm
how much faster is 5G,Y,What's the difference between 4G and 5G?,,,https://support.vodafone.co.uk/Phones-devices/5G/1464009922/What-s-the-difference-between-4G-and-5G.htm
How faster is 5G,Y,What's the difference between 4G and 5G?,,,https://support.vodafone.co.uk/Phones-devices/5G/1464009922/What-s-the-difference-between-4G-and-5G.htm
is 4g much slower compared to 5g,Y,What's the difference between 4G and 5G?,,,https://support.vodafone.co.uk/Phones-devices/5G/1464009922/What-s-the-difference-between-4G-and-5G.htm
is 5g a lot faster than 4g,Y,What's the difference between 4G and 5G?,,,https://support.vodafone.co.uk/Phones-devices/5G/1464009922/What-s-the-difference-between-4G-and-5G.htm
4g and 5g difference,Y,What's the difference between 4G and 5G?,,,https://support.vodafone.co.uk/Phones-devices/5G/1464009922/What-s-the-difference-between-4G-and-5G.htm
What is message+,Y,How does Message+ work?,,,https://support.vodafone.co.uk/Pay-monthly/Understanding-Pay-monthly/1464003722/How-does-Message-work.htm
how do I use message+,Y,How does Message+ work?,,,https://support.vodafone.co.uk/Pay-monthly/Understanding-Pay-monthly/1464003722/How-does-Message-work.htm
Is message+ free of charge,Y,How does Message+ work?,,,https://support.vodafone.co.uk/Pay-monthly/Understanding-Pay-monthly/1464003722/How-does-Message-work.htm
what is message plus,Y,How does Message+ work?,,,https://support.vodafone.co.uk/Pay-monthly/Understanding-Pay-monthly/1464003722/How-does-Message-work.htm
can i use message plus to send pictures,Y,How does Message+ work?,,,https://support.vodafone.co.uk/Pay-monthly/Understanding-Pay-monthly/1464003722/How-does-Message-work.htm
i like to install message plus,Y,How does Message+ work?,,,https://support.vodafone.co.uk/Pay-monthly/Understanding-Pay-monthly/1464003722/How-does-Message-work.htm
i can't send messages on message+,Y,How does Message+ work?,,,https://support.vodafone.co.uk/Pay-monthly/Understanding-Pay-monthly/1464003722/How-does-Message-work.htm
can my wife use message+ too?,Y,How does Message+ work?,,,https://support.vodafone.co.uk/Pay-monthly/Understanding-Pay-monthly/1464003722/How-does-Message-work.htm
how do i install message+,Y,How does Message+ work?,,,https://support.vodafone.co.uk/Pay-monthly/Understanding-Pay-monthly/1464003722/How-does-Message-work.htm
How does message+ work,Y,How does Message+ work?,,,https://support.vodafone.co.uk/Pay-monthly/Understanding-Pay-monthly/1464003722/How-does-Message-work.htm
Is message plus free,Y,How does Message+ work?,,,https://support.vodafone.co.uk/Pay-monthly/Understanding-Pay-monthly/1464003722/How-does-Message-work.htm
Hide my number,Y,How do I hide my own telephone number when I make calls?,,,https://support.vodafone.co.uk/Phones-devices/Calling-messaging/1464038332/How-do-I-hide-my-own-telephone-number-when-I-make-calls.htm
how do i make an anonymous call,Y,How do I hide my own telephone number when I make calls?,,,https://support.vodafone.co.uk/Phones-devices/Calling-messaging/1464038332/How-do-I-hide-my-own-telephone-number-when-I-make-calls.htm
hide caller ID,Y,How do I hide my own telephone number when I make calls?,,,https://support.vodafone.co.uk/Phones-devices/Calling-messaging/1464038332/How-do-I-hide-my-own-telephone-number-when-I-make-calls.htm
I want to make an unknown call,Y,How do I hide my own telephone number when I make calls?,,,https://support.vodafone.co.uk/Phones-devices/Calling-messaging/1464038332/How-do-I-hide-my-own-telephone-number-when-I-make-calls.htm
how do I hide my number when calling out,Y,How do I hide my own telephone number when I make calls?,,,https://support.vodafone.co.uk/Phones-devices/Calling-messaging/1464038332/How-do-I-hide-my-own-telephone-number-when-I-make-calls.htm
i don't my number shown when calling,Y,How do I hide my own telephone number when I make calls?,,,https://support.vodafone.co.uk/Phones-devices/Calling-messaging/1464038332/How-do-I-hide-my-own-telephone-number-when-I-make-calls.htm
hid my number when making calls,Y,How do I hide my own telephone number when I make calls?,,,https://support.vodafone.co.uk/Phones-devices/Calling-messaging/1464038332/How-do-I-hide-my-own-telephone-number-when-I-make-calls.htm
hide caller identity,Y,How do I hide my own telephone number when I make calls?,,,https://support.vodafone.co.uk/Phones-devices/Calling-messaging/1464038332/How-do-I-hide-my-own-telephone-number-when-I-make-calls.htm
I can't hide my phone number,Y,How do I hide my own telephone number when I make calls?,,,https://support.vodafone.co.uk/Phones-devices/Calling-messaging/1464038332/How-do-I-hide-my-own-telephone-number-when-I-make-calls.htm
I need to make unknown calls,Y,How do I hide my own telephone number when I make calls?,,,https://support.vodafone.co.uk/Phones-devices/Calling-messaging/1464038332/How-do-I-hide-my-own-telephone-number-when-I-make-calls.htm
could you tell me how to hide my mobile number please,Y,How do I hide my own telephone number when I make calls?,,,https://support.vodafone.co.uk/Phones-devices/Calling-messaging/1464038332/How-do-I-hide-my-own-telephone-number-when-I-make-calls.htm
I don't want the other person see my mobile number when i call them,Y,How do I hide my own telephone number when I make calls?,,,https://support.vodafone.co.uk/Phones-devices/Calling-messaging/1464038332/How-do-I-hide-my-own-telephone-number-when-I-make-calls.htm
,N,I�d like to share my data allowance with another plan,,,
what is device care,Y,What is Device Care and how can I book an appointment?,,,https://support.vodafone.co.uk/Pay-monthly/EVO-plans/1682797142/What-is-Device-Care-and-how-can-I-book-an-appointment.htm
"i currently have device care in my plan, what does this give me?",Y,What is Device Care and how can I book an appointment?,,,https://support.vodafone.co.uk/Pay-monthly/EVO-plans/1682797142/What-is-Device-Care-and-how-can-I-book-an-appointment.htm
 what is device care included in the plan,Y,What is Device Care and how can I book an appointment?,,,https://support.vodafone.co.uk/Pay-monthly/EVO-plans/1682797142/What-is-Device-Care-and-how-can-I-book-an-appointment.htm
i have device care and need to get my screen fixed,Y,What is Device Care and how can I book an appointment?,,,https://support.vodafone.co.uk/Pay-monthly/EVO-plans/1682797142/What-is-Device-Care-and-how-can-I-book-an-appointment.htm
what does device care cover?   ,Y,What is Device Care and how can I book an appointment?,,,https://support.vodafone.co.uk/Pay-monthly/EVO-plans/1682797142/What-is-Device-Care-and-how-can-I-book-an-appointment.htm
where i can find device care?,Y,What is Device Care and how can I book an appointment?,,,https://support.vodafone.co.uk/Pay-monthly/EVO-plans/1682797142/What-is-Device-Care-and-how-can-I-book-an-appointment.htm
device care appointment,Y,What is Device Care and how can I book an appointment?,,,https://support.vodafone.co.uk/Pay-monthly/EVO-plans/1682797142/What-is-Device-Care-and-how-can-I-book-an-appointment.htm
Book an appointment for device care,Y,What is Device Care and how can I book an appointment?,,,https://support.vodafone.co.uk/Pay-monthly/EVO-plans/1682797142/What-is-Device-Care-and-how-can-I-book-an-appointment.htm
Can i go to my local store in leeds for device care check,Y,What is Device Care and how can I book an appointment?,,,https://support.vodafone.co.uk/Pay-monthly/EVO-plans/1682797142/What-is-Device-Care-and-how-can-I-book-an-appointment.htm
I need device care for my battery,Y,What is Device Care and how can I book an appointment?,,,https://support.vodafone.co.uk/Pay-monthly/EVO-plans/1682797142/What-is-Device-Care-and-how-can-I-book-an-appointment.htm
can someone check my battery in store,Y,What is Device Care and how can I book an appointment?,,,https://support.vodafone.co.uk/Pay-monthly/EVO-plans/1682797142/What-is-Device-Care-and-how-can-I-book-an-appointment.htm
how do i get device care,Y,What is Device Care and how can I book an appointment?,,,https://support.vodafone.co.uk/Pay-monthly/EVO-plans/1682797142/What-is-Device-Care-and-how-can-I-book-an-appointment.htm
is it free to book an appointment for device care,Y,What is Device Care and how can I book an appointment?,,,https://support.vodafone.co.uk/Pay-monthly/EVO-plans/1682797142/What-is-Device-Care-and-how-can-I-book-an-appointment.htm
how much does  it cost to book an appointment for device care,Y,What is Device Care and how can I book an appointment?,,,https://support.vodafone.co.uk/Pay-monthly/EVO-plans/1682797142/What-is-Device-Care-and-how-can-I-book-an-appointment.htm
Device care question,Y,What is Device Care and how can I book an appointment?,,,https://support.vodafone.co.uk/Pay-monthly/EVO-plans/1682797142/What-is-Device-Care-and-how-can-I-book-an-appointment.htm
do I have to pay for device care,Y,What is Device Care and how can I book an appointment?,,,https://support.vodafone.co.uk/Pay-monthly/EVO-plans/1682797142/What-is-Device-Care-and-how-can-I-book-an-appointment.htm
Can i book an apppointment for device care,Y,What is Device Care and how can I book an appointment?,,,https://support.vodafone.co.uk/Pay-monthly/EVO-plans/1682797142/What-is-Device-Care-and-how-can-I-book-an-appointment.htm
